account_value,date,daily_return
973337.9777735147,2022-04-04,
957218.8743856516,2022-04-05,-0.016560643636586714
942351.7698535622,2022-04-06,-0.015531562247590558
941999.0071152276,2022-04-07,-0.0003743429466783743
941104.0368408212,2022-04-08,-0.0009500756026773471
930585.6993292512,2022-04-11,-0.011176593766273557
926832.7681341905,2022-04-12,-0.004032870049223591
934428.9879542894,2022-04-13,0.008195890435974684
931060.1548450479,2022-04-14,-0.0036052318075200374
927333.6877269907,2022-04-18,-0.004002391358566282
939413.8057480974,2022-04-19,0.013026721859654034
942398.1854157,2022-04-20,0.003176853107056399
929781.8842984133,2022-04-21,-0.013387442073354072
897863.3932563524,2022-04-22,-0.03432900939573125
903303.5581454972,2022-04-25,0.006059011794004254
879833.97861242,2022-04-26,-0.025981940756727218
888982.2101040467,2022-04-27,0.010397679237228674
906728.5804808625,2022-04-28,0.019962570876124408
880643.2076323176,2022-04-29,-0.028768667283776583
881935.0254385576,2022-05-02,0.0014669025946536518
882361.1638278322,2022-05-03,0.00048318569620553475
905992.4473630686,2022-05-04,0.026781871759540943
878722.6992816019,2022-05-05,-0.030099310607761054
874258.5044044657,2022-05-06,-0.005080322701104589
858043.9180691424,2022-05-09,-0.018546672698789957
854533.2577542353,2022-05-10,-0.004091469260462999
853540.5032613191,2022-05-11,-0.0011617505625529656
851604.8456001177,2022-05-12,-0.002267798251876063
861328.2685286951,2022-05-13,0.011417763741968123
865075.817889596,2022-05-16,0.004350895585143677
875282.4710115137,2022-05-17,0.011798564831944525
874407.1931639948,2022-05-18,-0.0009999947177137258
873991.9012138264,2022-05-19,-0.0004749411411698601
873836.2352532058,2022-05-20,-0.0001781091568519022
876779.422697435,2022-05-23,0.0033681224530319742
878803.7551954971,2022-05-24,0.0023088275633045274
879810.8149616333,2022-05-25,0.0011459438585492698
883622.2373484131,2022-05-26,0.004332093129528092
888326.5253687145,2022-05-27,0.005323867849249764
886596.3502768795,2022-05-31,-0.0019476791950086003
881222.1741107954,2022-06-01,-0.006061581648069914
885798.7554993222,2022-06-02,0.005193447830729836
880862.8328823828,2022-06-03,-0.005572284434015806
880625.9612680791,2022-06-06,-0.0002689086262483986
885536.918806043,2022-06-07,0.0055766667733623265
879203.0807877248,2022-06-08,-0.007152539757301124
861392.7064971555,2022-06-09,-0.020257406598953365
842383.7770939,2022-06-10,-0.022067669321876537
820296.5247389005,2022-06-13,-0.026219940311763
815092.9176845411,2022-06-14,-0.006343568328557425
818006.8128615735,2022-06-15,0.0035749239305256086
799434.0612703565,2022-06-16,-0.022704886193117724
802772.1776822638,2022-06-17,0.004175599431681443
819792.4471086249,2022-06-21,0.021201867602713254
815484.3310305838,2022-06-22,-0.005255130238434824
816443.191303224,2022-06-23,0.0011758169178166522
836704.9692514929,2022-06-24,0.02481713138660213
836554.5181901983,2022-06-27,-0.00017981375374065411
826916.1526461195,2022-06-28,-0.01152150318299694
824416.7772857832,2022-06-29,-0.0030225257450084975
817729.8668724379,2022-06-30,-0.008111079975058888
825479.1915124106,2022-07-01,0.009476631530668689
818204.3286635451,2022-07-05,-0.00881289670734986
