account_value,date,daily_return
1000000.0,2022-01-03,
1002076.818121063,2022-01-04,0.0020768181210630843
995037.2273947446,2022-01-05,-0.007025001076781723
993591.0323383177,2022-01-06,-0.0014534079897828844
996937.7189878728,2022-01-07,0.0033682738074627405
993210.1119529532,2022-01-10,-0.003739057078414154
1002667.6184316976,2022-01-11,0.009522160885120368
1004647.825457813,2022-01-12,0.001974938643388713
1001972.645822952,2022-01-13,-0.002662803389478219
999908.3793305128,2022-01-14,-0.002060202442696224
985413.1724381254,2022-01-18,-0.014496535074636219
976065.7263983267,2022-01-19,-0.00948581397249959
968201.3718473662,2022-01-20,-0.008057197725792387
951138.4278508262,2022-01-21,-0.01762334209874472
950432.3308501968,2022-01-24,-0.0007423703847450058
944615.9521125411,2022-01-25,-0.006119718941434482
939645.0393937301,2022-01-26,-0.005262363723261276
939644.4376985969,2022-01-27,-6.403430103940622e-07
965072.3655719109,2022-01-28,0.027061223217148767
964107.2994476053,2022-01-31,-0.0009999935328515175
966761.4938176424,2022-02-01,0.0027530072343171508
967721.0649391329,2022-02-02,0.0009925624134048405
954409.861060799,2022-02-03,-0.013755207322237117
955108.4175103458,2022-02-04,0.0007319250125625842
957738.104409943,2022-02-07,0.002753286277647815
967581.7793908046,2022-02-08,0.010278044629879579
976864.3484548877,2022-02-09,0.009593575718144898
963523.9681176494,2022-02-10,-0.013656328392308348
946561.2878273205,2022-02-11,-0.01760483480599595
941364.0859717984,2022-02-14,-0.005490613151369672
955493.8300918469,2022-02-15,0.015009861041662687
953777.1113764615,2022-02-16,-0.0017966821567234614
932071.9588832515,2022-02-17,-0.02275704903621112
924855.5178814129,2022-02-18,-0.007742364667299828
917875.9554732136,2022-02-22,-0.007546651637206581
902862.6576686138,2022-02-23,-0.016356565083851193
910729.6043776249,2022-02-24,0.008713337119651499
933964.1709882435,2022-02-25,0.025512036172906205
930463.9857338604,2022-02-28,-0.0037476654491783723
915022.7968039135,2022-03-01,-0.01659514948100682
930703.5305182614,2022-03-02,0.017136986935319065
928331.5954104046,2022-03-03,-0.0025485399271408804
921215.8960951924,2022-03-04,-0.007665040541969703
900652.7788885884,2022-03-07,-0.022321713393967713
895378.529602757,2022-03-08,-0.005856029548190533
919022.8522085386,2022-03-09,0.026407068992676974
911833.5683319898,2022-03-10,-0.00782274767082436
904561.3846619306,2022-03-11,-0.00797534103001074
899388.532002709,2022-03-14,-0.0057186308711982825
915717.2152298741,2022-03-15,0.018155316246700748
935074.3911200948,2022-03-16,0.021138814000959183
946156.6268167349,2022-03-17,0.011851715544647812
959868.2850795599,2022-03-18,0.014491953947367797
952797.3811255271,2022-03-21,-0.00736653566322043
963719.3192530258,2022-03-22,0.011463022825059399
949160.1840511101,2022-03-23,-0.015107236008509717
958294.4211898773,2022-03-24,0.00962349379193439
961720.8873973206,2022-03-25,0.0035755881821670776
968156.489332856,2022-03-28,0.0066917564335655655
983996.7635362175,2022-03-29,0.0163612746264572
975153.3161427125,2022-03-30,-0.008987272846024519
960084.9238205117,2022-03-31,-0.015452331518293838
963393.5766466531,2022-04-01,0.0034462085009887566
