date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-03-10,0,0,-72,0,-1,0,0,0,0,0,-37,70,100,0,-12,0,0,0,0,0,0,0,0,0,0,0,3,-44,0
2023-03-13,0,0,0,0,79,0,-100,0,0,0,0,-70,-22,0,100,0,0,0,0,0,0,0,0,0,-33,0,100,0,0
2023-03-14,0,0,-21,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-03-15,0,0,-100,0,-33,100,100,67,0,0,0,0,0,0,100,0,0,0,0,0,-84,0,0,0,0,0,0,-100,0
2023-03-16,0,0,0,0,-20,0,100,-100,0,0,0,0,0,0,0,0,0,0,0,0,-40,1,0,0,49,0,100,-35,0
2023-03-17,100,0,0,0,0,-80,1,0,0,0,0,0,0,0,-14,0,0,0,0,23,-31,0,0,0,-37,100,0,100,0
2023-03-20,-25,100,0,0,-26,0,0,-67,1,0,0,100,-100,0,0,0,0,0,0,-14,0,3,0,0,0,-41,0,0,0
2023-03-21,-51,-43,0,0,0,-20,0,0,0,0,37,100,100,0,0,0,0,0,0,-9,0,-4,0,0,-12,-59,100,-100,0
2023-03-22,-24,-54,33,0,0,0,3,0,0,0,-37,0,100,0,100,0,0,0,0,0,-32,0,0,0,0,0,100,-27,0
2023-03-23,0,-3,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
2023-03-24,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,100,0,0,0,0,0,-33,0,0,0,0,0,100,69,0
2023-03-27,0,0,0,0,0,0,100,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,13,0,100,1,0
2023-03-28,0,0,-23,0,0,0,0,0,0,-1,0,-11,0,0,-22,0,0,0,0,0,0,0,3,0,18,0,100,-100,0
2023-03-29,0,0,0,48,0,0,-100,0,0,0,0,0,0,0,100,100,0,0,0,0,-77,0,-3,0,-31,0,100,3,0
2023-03-30,0,0,0,-48,0,0,0,0,41,0,0,0,0,0,100,-53,0,0,0,0,0,0,0,0,0,0,0,-69,0
2023-03-31,0,0,0,0,0,0,-55,0,-41,0,0,0,-18,0,0,0,1,0,0,0,0,0,38,0,0,0,100,1,0
2023-04-03,0,28,-17,0,0,0,-1,100,0,0,0,0,-100,0,-35,-47,-1,0,1,0,0,0,0,0,0,0,100,1,0
