account_value,date,daily_return
847942.9507466451,2023-10-05,
854299.6872490179,2023-10-06,0.007496655873812541
859036.3491839353,2023-10-09,0.00554449686171643
862169.3229741384,2023-10-10,0.0036470794200726964
865504.9823351041,2023-10-11,0.003868914460397388
866474.1801640608,2023-10-12,0.0011198061810595572
863945.8491062719,2023-10-13,-0.00291795314352028
872258.8511326239,2023-10-16,0.0096221331868791
871280.3484460623,2023-10-17,-0.0011218031038503495
863088.4408388045,2023-10-18,-0.00940214894306779
860815.134029894,2023-10-19,-0.0026339210460298856
856313.4897248709,2023-10-20,-0.005229513431006638
851144.7003646432,2023-10-23,-0.0060360947506366
866622.1499587595,2023-10-24,0.018184275349991008
857064.2846204302,2023-10-25,-0.011028872662421807
846345.4637859728,2023-10-26,-0.012506437412923455
835334.4801774294,2023-10-27,-0.01301003441229276
851237.7805958445,2023-10-30,0.01903824251937647
858300.7564649241,2023-10-31,0.008297300742614588
860596.2578712809,2023-11-01,0.0026744720764446672
875404.1658457987,2023-11-02,0.017206567933662376
886430.2765379678,2023-11-03,0.012595451475280406
885338.53999004,2023-11-06,-0.001231610174904807
886331.0958529665,2023-11-07,0.0011211031917097714
883253.3201083223,2023-11-08,-0.003472489861909067
871060.3184041712,2023-11-09,-0.013804648594647584
876180.8249229281,2023-11-10,0.005878475245133519
875913.5389512331,2023-11-13,-0.0003050580018325588
885953.8213019259,2023-11-14,0.01146264089343152
891952.3617254755,2023-11-15,0.006770714544393153
888852.9093556311,2023-11-16,-0.003474907969130303
887964.0686648771,2023-11-17,-0.0009999862535167159
888853.5740418835,2023-11-20,0.0010017357778269176
887343.2562608166,2023-11-21,-0.0016991750105689318
892294.4526966496,2023-11-22,0.005579798348495757
895625.9099507694,2023-11-24,0.0037335850783914992
893325.4565351924,2023-11-27,-0.0025685427252807314
893214.3822958526,2023-11-28,-0.00012433793140809168
894506.3312437591,2023-11-29,0.001446404103554455
905474.655866867,2023-11-30,0.012261874779418314
912716.139650589,2023-12-01,0.007997445027093875
912544.3595640716,2023-12-04,-0.00018820756975224118
909542.3207190094,2023-12-05,-0.0032897456584974893
907674.0319960174,2023-12-06,-0.0020540976273815126
910115.9960501251,2023-12-07,0.0026903535498725706
914435.3111364899,2023-12-08,0.004745895144256718
916887.7036192474,2023-12-11,0.002681865467016653
920204.8211729584,2023-12-12,0.0036178013301053635
932622.3711073456,2023-12-13,0.013494332618860794
941484.6854574737,2023-12-14,0.009502575345265996
940513.8069937286,2023-12-15,-0.0010312206653402267
938606.4802839813,2023-12-18,-0.002027962477067602
945258.3412649689,2023-12-19,0.007086954033148185
932678.7599508819,2023-12-20,-0.013308088133083928
938752.0498488006,2023-12-21,0.0065116631349453336
940200.4852583465,2023-12-22,0.0015429371470125908
944824.3720610199,2023-12-26,0.004917979596025024
947705.0374624786,2023-12-27,0.003048889811314792
949244.3348143158,2023-12-28,0.0016242367519314627
949239.2352659759,2023-12-29,-5.372218882748747e-06
953355.172476059,2024-01-02,0.004336037804979487
946892.4942419586,2024-01-03,-0.006778877820860285
948324.0172751007,2024-01-04,0.0015118115750702987
