account_value,date,daily_return
949913.3505079803,2024-01-05,
956009.5037559891,2024-01-08,0.006417588767174243
950737.1087179031,2024-01-09,-0.005515002745654418
950720.3756308823,2024-01-10,-1.7600119809557668e-05
951765.3685340767,2024-01-11,0.0010991590482121172
946512.5790956365,2024-01-12,-0.0055189961855101055
944070.2661515751,2024-01-16,-0.002580328035782564
942081.3609773198,2024-01-17,-0.0021067342607483663
942665.4210206547,2024-01-18,0.0006199677305249729
949875.7343141118,2024-01-19,0.0076488573068165255
956319.3787843266,2024-01-22,0.006783670997625446
952697.3987199345,2024-01-23,-0.003787416782243147
949101.8482743779,2024-01-24,-0.003774073961351987
953098.1197663823,2024-01-25,0.004210582351378056
954105.4039613286,2024-01-26,0.0010568525674914397
959953.299293665,2024-01-29,0.0061291921291470874
966799.1277162114,2024-01-30,0.007131418192513728
958358.6960908452,2024-01-31,-0.008730284692441082
962148.8100358525,2024-02-01,0.003954796842212893
967919.249847559,2024-02-02,0.005997450447911001
958173.8652879277,2024-02-05,-0.01006838593319248
962980.8100511113,2024-02-06,0.0050167771605198475
968019.0866471806,2024-02-07,0.005231959498551042
972868.6416245976,2024-02-08,0.005009772063703677
968952.1018525639,2024-02-09,-0.0040257642239279745
975178.0477143803,2024-02-12,0.00642544234117759
960463.721130518,2024-02-13,-0.015088861586199265
964066.9196321049,2024-02-14,0.0037515196277748686
976267.7066728154,2024-02-15,0.012655539560849638
974254.557975916,2024-02-16,-0.0020620867443832402
975492.5780259648,2024-02-20,0.001270735702402881
977933.5383836308,2024-02-21,0.002502284909851049
985800.8083421269,2024-02-22,0.008044790008428837
986440.2663270512,2024-02-23,0.0006486685540456616
986044.1232530156,2024-02-26,-0.000401588507239925
981974.3895112553,2024-02-27,-0.0041273343106938976
981151.476120142,2024-02-28,-0.0008380191987724661
979947.0883485356,2024-02-29,-0.001227524802152935
980405.138809351,2024-03-01,0.0004674236662995934
979126.6079789677,2024-03-04,-0.0013040841788487523
971206.4543382206,2024-03-05,-0.008088998477015386
972264.3443986455,2024-03-06,0.0010892535317279517
973985.5077668705,2024-03-07,0.0017702627666447146
974300.0634767094,2024-03-08,0.0003229572794773983
980840.4802400151,2024-03-11,0.006712938866047846
983665.175666956,2024-03-12,0.0028798723990772768
986150.5994416752,2024-03-13,0.0025266969251340754
981241.2089311162,2024-03-14,-0.004978337500721075
976763.1001893559,2024-03-15,-0.004563718585197107
976924.9205781498,2024-03-18,0.00016567004707956912
984736.1291581669,2024-03-19,0.007995710228575481
994897.7643739262,2024-03-20,0.010319145317077227
1006518.0187684575,2024-03-21,0.011679847729725079
999241.1643907109,2024-03-22,-0.007229730856334049
996656.0177613774,2024-03-25,-0.002587109820390343
998712.846634058,2024-03-26,0.0020637299489754124
1010366.5177461186,2024-03-27,0.01166869050632191
1014291.9060746708,2024-03-28,0.0038851132332737848
1008383.3147203007,2024-04-01,-0.005825336196594977
995677.5096589604,2024-04-02,-0.012600173838521522
996052.0331803837,2024-04-03,0.0003761494236740326
981984.6636430302,2024-04-04,-0.014123127174828998
987985.050087122,2024-04-05,0.00611046859105846
