date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-01-27,0,0,-63,100,0,0,100,-27,0,0,0,100,0,-100,0,0,-100,0,1,-98,0,-100,0,100,0,86,100,90,-100
2022-01-28,-137,-406,-108,-142,-254,-587,-187,-525,-34,-224,-138,-393,0,-96,0,0,-100,-282,-23,0,0,0,-42,-390,-66,-667,-262,-363,-4
2022-01-31,0,100,27,100,71,100,0,100,37,0,0,35,82,0,0,54,0,0,100,42,0,100,0,100,0,100,0,27,0
2022-02-01,84,100,100,100,100,100,0,100,2,56,0,100,-12,0,0,-54,0,33,100,-34,100,100,85,-14,74,-4,12,28,100
2022-02-02,83,100,23,55,100,51,100,30,-15,100,0,100,100,0,0,69,100,71,100,-8,-100,100,100,-10,-74,74,34,-3,-100
2022-02-03,100,21,89,100,100,100,100,62,4,58,0,100,33,44,56,29,100,100,100,0,36,-95,42,39,0,100,9,26,82
2022-02-04,100,0,-42,0,100,100,100,-47,100,0,0,100,100,0,-56,0,100,-98,100,0,-16,-100,-23,0,0,79,0,0,-39
2022-02-07,85,-42,8,-75,4,57,-100,-11,-100,-100,0,-100,-100,-44,0,-98,-78,-47,-38,100,100,25,-65,100,0,-98,-55,100,-27
2022-02-08,100,0,0,0,100,99,2,0,-28,100,0,100,0,0,0,0,0,-59,100,0,0,0,0,-71,0,0,1,0,-16
2022-02-09,-83,-100,-80,-59,-100,-39,100,56,0,-65,0,-100,-43,73,100,0,-100,35,-100,100,3,100,-27,45,0,-100,-1,10,57
2022-02-10,0,100,-38,100,-68,26,-100,100,100,-12,0,100,-100,-62,-33,0,100,-35,100,-100,-20,0,0,-16,100,100,1,100,-35
2022-02-11,-11,-97,-33,-100,-100,-100,100,44,-100,-62,0,-100,-60,41,100,0,-100,76,-100,64,88,-82,-22,81,88,29,-1,-100,-22
2022-02-14,0,-18,-54,100,100,45,2,0,0,-42,0,0,0,0,0,0,-46,0,0,0,-28,-100,-90,100,100,0,0,0,100
2022-02-15,-100,-100,0,-100,-100,-100,-100,-55,0,70,22,-100,0,-26,-67,100,11,-50,70,88,-26,93,100,100,-100,-100,37,-100,100
2022-02-16,100,100,0,100,42,29,61,0,53,0,42,100,0,-26,-100,100,95,100,100,-49,-100,-100,0,100,-56,100,100,37,-100
2022-02-17,-100,-33,0,-100,-100,47,-44,-56,100,-4,-64,-34,83,100,100,-3,-100,-57,41,53,97,-41,-94,-100,-34,-12,-100,0,71
2022-02-18,-100,39,19,50,28,100,100,-100,44,-54,0,100,32,-35,-91,41,-82,77,-27,-14,-21,0,-6,100,-98,100,100,100,89
2022-02-22,100,100,100,-55,0,100,0,0,0,-45,0,100,-40,-48,-9,0,1,0,0,-100,-100,99,100,0,0,0,100,-100,0
2022-02-23,-100,-100,43,-100,-100,-56,34,-17,-100,0,0,-100,45,89,100,-100,-1,100,35,-24,64,-99,-5,85,0,26,-1,59,100
2022-02-24,0,0,0,0,0,100,-6,0,64,0,0,0,100,0,100,1,0,0,0,-39,0,0,-69,0,0,0,0,0,0
2022-02-25,69,-100,-76,-99,-100,-100,12,-7,-100,0,100,-100,-100,-58,100,-29,0,39,-100,98,100,78,100,100,0,47,-7,96,-97
2022-02-28,-28,100,62,-17,-30,-46,-31,-11,-33,0,-100,-82,-100,19,57,-100,100,-100,42,-100,-2,96,33,-18,0,-100,65,-100,-72
2022-03-01,100,100,100,100,100,100,81,0,-28,0,0,0,100,-20,0,-10,-10,-100,0,-77,-100,100,0,100,0,-14,100,0,-67
2022-03-02,0,0,-14,-97,-100,-79,-6,100,0,0,0,-100,-28,-40,-100,100,-90,-37,0,1,99,-36,0,0,100,52,-100,100,1
2022-03-03,41,-100,-100,-3,25,-70,-100,5,100,100,0,-51,-92,48,-65,-14,0,100,-100,-1,45,-28,-100,-57,12,35,-9,-2,69
2022-03-04,0,100,-32,0,100,100,0,39,-100,0,0,0,100,1,100,-21,0,0,0,0,-100,0,0,-100,-2,0,0,-80,-100
2022-03-07,-100,-100,-10,0,0,-79,100,-38,100,-23,0,-68,-100,23,-98,-65,0,-16,-100,100,100,100,100,-44,27,-38,11,-100,-34
2022-03-08,98,100,100,100,0,100,22,0,-21,0,0,100,0,0,-51,0,0,-100,0,-42,-100,100,100,0,-46,0,89,0,0
2022-03-09,53,-100,-87,-13,-100,6,100,-100,-79,-77,69,-100,0,52,56,0,0,6,-62,100,100,68,-100,26,-75,-100,-100,100,-38
2022-03-10,79,64,43,-87,-18,100,7,-80,0,32,-69,80,65,33,-50,93,0,78,-78,-100,-79,100,64,15,28,13,22,-100,100
2022-03-11,0,100,-53,0,100,100,100,2,0,-32,0,100,0,0,100,-93,0,-21,100,-32,-67,0,-100,0,15,0,100,3,-93
2022-03-14,-90,-63,81,20,-100,-100,-51,-80,0,14,46,-97,1,-100,-100,0,54,19,-87,-26,66,71,89,-21,46,-100,50,51,100
2022-03-15,0,100,-100,-2,100,100,100,-36,100,94,-33,0,100,-10,-96,71,0,0,-100,0,61,95,77,0,-89,-100,100,-100,-100
2022-03-16,-56,-100,47,-11,-100,-68,-91,91,-100,-94,100,-83,-100,58,73,-71,-54,100,-100,0,-34,100,52,17,-16,100,100,-28,-29
2022-03-17,-15,-36,0,100,100,100,100,-70,0,100,0,100,100,75,-100,0,0,-90,100,0,-100,-30,-100,0,0,0,100,100,0
2022-03-18,18,-68,52,-100,-100,-81,-66,-21,0,-12,39,-100,-100,100,-26,100,0,100,-100,11,-48,-100,-29,-100,0,100,89,87,100
2022-03-21,0,100,-11,100,100,100,100,0,0,74,-100,0,100,1,100,0,0,-52,0,-11,-18,0,0,0,0,0,-100,-100,-87
2022-03-22,-100,-60,0,44,-100,69,-71,0,35,-95,-8,0,70,100,-92,1,0,21,71,0,68,78,69,-100,100,-100,-43,-63,72
2022-03-23,-74,-33,-13,-100,-13,-61,-100,0,78,-81,-44,15,-100,-3,79,-100,0,-100,-100,100,-27,-42,43,90,2,26,37,100,-85
2022-03-24,100,0,0,100,100,100,0,0,100,0,0,100,100,-36,0,0,0,68,100,1,-41,0,0,0,-100,100,100,-100,0
2022-03-25,-100,-51,-91,-100,-100,-46,-100,0,-40,0,100,-100,-24,-100,98,-1,0,-100,-100,100,100,100,-64,7,100,-98,-41,73,10
2022-03-28,100,100,-60,100,100,100,0,0,100,0,-60,100,0,0,-5,0,0,-23,100,-40,-22,-42,-52,-76,-100,100,47,0,0
2022-03-29,17,-100,100,-100,-100,-100,-16,0,-36,0,100,-100,-59,-65,7,0,0,100,100,-39,16,-58,61,-100,52,-6,-6,67,-10
2022-03-30,0,0,0,100,100,100,-47,0,-68,43,0,0,100,-100,-14,0,0,0,-85,-100,-23,0,-28,-72,-50,100,3,-100,0
2022-03-31,100,-27,-84,-100,-82,-100,-68,0,41,-43,-64,-15,-100,100,100,0,0,-51,-48,-22,100,36,100,-69,100,-31,20,-64,0
