,account_value,date,daily_return,datadate
420,896601.6241322652,2023-09-06,-0.0140409596120493,2023-09-06
421,883025.1857396261,2023-09-07,-0.0151421077401889,2023-09-07
422,882749.5818883077,2023-09-08,-0.0003121132395419,2023-09-08
423,884408.8020726339,2023-09-11,0.0018796046108306,2023-09-11
424,878512.7766133443,2023-09-12,-0.0066666291035005,2023-09-12
425,874215.1471959249,2023-09-13,-0.0048919372965601,2023-09-13
426,881862.1475316182,2023-09-14,0.0087472750388979,2023-09-14
427,872584.3345280782,2023-09-15,-0.0105207066994644,2023-09-15
428,874156.2679158346,2023-09-18,0.0018014687240592,2023-09-18
429,871841.5990620748,2023-09-19,-0.0026478891002845,2023-09-19
430,862908.2484379903,2023-09-20,-0.0102465294540831,2023-09-20
431,848503.7759801046,2023-09-21,-0.0166929363393619,2023-09-21
432,847448.4987507955,2023-09-22,-0.0012436918481477,2023-09-22
433,847172.6467229024,2023-09-25,-0.0003255088991245,2023-09-25
434,836856.9653493062,2023-09-26,-0.0121765987293146,2023-09-26
435,828925.4911671773,2023-09-27,-0.0094776939316245,2023-09-27
436,831895.1310063497,2023-09-28,0.003582517211518,2023-09-28
437,849055.84181415,2023-09-29,0.0206284544387713,2023-09-29
438,845079.8891087667,2023-10-02,-0.0046827929443227,2023-10-02
439,843156.5394307271,2023-10-03,-0.0022759382903644,2023-10-03
440,847335.3182316915,2023-10-04,0.0049561126618145,2023-10-04
441,847942.9507466451,2023-10-05,,2023-10-05
442,854299.6872490179,2023-10-06,0.0074966558738125,2023-10-06
443,859036.3491839353,2023-10-09,0.0055444968617164,2023-10-09
444,862169.3229741384,2023-10-10,0.0036470794200726,2023-10-10
445,865504.9823351041,2023-10-11,0.0038689144603973,2023-10-11
446,866474.1801640608,2023-10-12,0.0011198061810595,2023-10-12
447,863945.8491062719,2023-10-13,-0.0029179531435202,2023-10-13
448,872258.8511326239,2023-10-16,0.0096221331868791,2023-10-16
449,871280.3484460623,2023-10-17,-0.0011218031038503,2023-10-17
450,863088.4408388045,2023-10-18,-0.0094021489430677,2023-10-18
451,860815.134029894,2023-10-19,-0.0026339210460298,2023-10-19
452,856313.4897248709,2023-10-20,-0.0052295134310066,2023-10-20
453,851144.7003646432,2023-10-23,-0.0060360947506366,2023-10-23
454,866622.1499587595,2023-10-24,0.018184275349991,2023-10-24
455,857064.2846204302,2023-10-25,-0.0110288726624218,2023-10-25
456,846345.4637859728,2023-10-26,-0.0125064374129234,2023-10-26
457,835334.4801774294,2023-10-27,-0.0130100344122927,2023-10-27
458,851237.7805958445,2023-10-30,0.0190382425193764,2023-10-30
459,858300.7564649241,2023-10-31,0.0082973007426145,2023-10-31
460,860596.2578712809,2023-11-01,0.0026744720764446,2023-11-01
461,875404.1658457987,2023-11-02,0.0172065679336623,2023-11-02
462,886430.2765379678,2023-11-03,0.0125954514752804,2023-11-03
463,885338.53999004,2023-11-06,-0.0012316101749048,2023-11-06
464,886331.0958529665,2023-11-07,0.0011211031917097,2023-11-07
465,883253.3201083223,2023-11-08,-0.003472489861909,2023-11-08
466,871060.3184041712,2023-11-09,-0.0138046485946475,2023-11-09
467,876180.8249229281,2023-11-10,0.0058784752451335,2023-11-10
468,875913.5389512331,2023-11-13,-0.0003050580018325,2023-11-13
469,885953.8213019259,2023-11-14,0.0114626408934315,2023-11-14
470,891952.3617254755,2023-11-15,0.0067707145443931,2023-11-15
471,888852.9093556311,2023-11-16,-0.0034749079691303,2023-11-16
472,887964.0686648771,2023-11-17,-0.0009999862535167,2023-11-17
473,888853.5740418835,2023-11-20,0.0010017357778269,2023-11-20
474,887343.2562608166,2023-11-21,-0.0016991750105689,2023-11-21
475,892294.4526966496,2023-11-22,0.0055797983484957,2023-11-22
476,895625.9099507694,2023-11-24,0.0037335850783914,2023-11-24
477,893325.4565351924,2023-11-27,-0.0025685427252807,2023-11-27
478,893214.3822958526,2023-11-28,-0.000124337931408,2023-11-28
479,894506.3312437591,2023-11-29,0.0014464041035544,2023-11-29
480,905474.655866867,2023-11-30,0.0122618747794183,2023-11-30
481,912716.139650589,2023-12-01,0.0079974450270938,2023-12-01
482,912544.3595640716,2023-12-04,-0.0001882075697522,2023-12-04
483,909542.3207190094,2023-12-05,-0.0032897456584974,2023-12-05
484,907674.0319960174,2023-12-06,-0.0020540976273815,2023-12-06
485,910115.9960501252,2023-12-07,0.0026903535498725,2023-12-07
486,914435.31113649,2023-12-08,0.0047458951442567,2023-12-08
487,916887.7036192474,2023-12-11,0.0026818654670166,2023-12-11
488,920204.8211729584,2023-12-12,0.0036178013301053,2023-12-12
489,932622.3711073456,2023-12-13,0.0134943326188607,2023-12-13
490,941484.6854574736,2023-12-14,0.0095025753452659,2023-12-14
491,940513.8069937286,2023-12-15,-0.0010312206653402,2023-12-15
492,938606.4802839812,2023-12-18,-0.0020279624770676,2023-12-18
493,945258.3412649689,2023-12-19,0.0070869540331481,2023-12-19
494,932678.759950882,2023-12-20,-0.0133080881330839,2023-12-20
495,938752.0498488006,2023-12-21,0.0065116631349453,2023-12-21
496,940200.4852583464,2023-12-22,0.0015429371470125,2023-12-22
497,944824.37206102,2023-12-26,0.004917979596025,2023-12-26
498,947705.0374624786,2023-12-27,0.0030488898113147,2023-12-27
499,949244.3348143158,2023-12-28,0.0016242367519314,2023-12-28
500,949239.235265976,2023-12-29,-5.372218882748747e-06,2023-12-29
501,953355.172476059,2024-01-02,0.0043360378049794,2024-01-02
502,946892.4942419586,2024-01-03,-0.0067788778208602,2024-01-03
503,948324.0172751008,2024-01-04,0.0015118115750702,2024-01-04
504,949913.3505079804,2024-01-05,,2024-01-05
505,956009.5037559893,2024-01-08,0.0064175887671742,2024-01-08
506,950737.1087179031,2024-01-09,-0.0055150027456544,2024-01-09
507,950720.3756308825,2024-01-10,-1.7600119809557668e-05,2024-01-10
508,951765.3685340768,2024-01-11,0.0010991590482121,2024-01-11
509,946512.5790956364,2024-01-12,-0.0055189961855101,2024-01-12
510,944070.2661515753,2024-01-16,-0.0025803280357825,2024-01-16
511,942081.3609773198,2024-01-17,-0.0021067342607483,2024-01-17
512,942665.4210206548,2024-01-18,0.0006199677305249,2024-01-18
513,949875.7343141118,2024-01-19,0.0076488573068165,2024-01-19
514,956319.3787843266,2024-01-22,0.0067836709976254,2024-01-22
515,952697.3987199344,2024-01-23,-0.0037874167822431,2024-01-23
516,949101.848274378,2024-01-24,-0.0037740739613519,2024-01-24
517,953098.1197663824,2024-01-25,0.004210582351378,2024-01-25
518,954105.4039613286,2024-01-26,0.0010568525674914,2024-01-26
519,959953.299293665,2024-01-29,0.006129192129147,2024-01-29
520,966799.1277162114,2024-01-30,0.0071314181925137,2024-01-30
521,958358.6960908452,2024-01-31,-0.008730284692441,2024-01-31
522,962148.8100358524,2024-02-01,0.0039547968422128,2024-02-01
523,967919.249847559,2024-02-02,0.005997450447911,2024-02-02
524,958173.8652879276,2024-02-05,-0.0100683859331924,2024-02-05
525,962980.8100511112,2024-02-06,0.0050167771605198,2024-02-06
526,968019.0866471806,2024-02-07,0.005231959498551,2024-02-07
527,972868.6416245976,2024-02-08,0.0050097720637036,2024-02-08
528,968952.101852564,2024-02-09,-0.0040257642239279,2024-02-09
529,975178.0477143804,2024-02-12,0.0064254423411775,2024-02-12
530,960463.721130518,2024-02-13,-0.0150888615861992,2024-02-13
531,964066.9196321048,2024-02-14,0.0037515196277748,2024-02-14
532,976267.7066728154,2024-02-15,0.0126555395608496,2024-02-15
533,974254.557975916,2024-02-16,-0.0020620867443832,2024-02-16
534,975492.5780259648,2024-02-20,0.0012707357024028,2024-02-20
535,977933.5383836308,2024-02-21,0.002502284909851,2024-02-21
536,985800.8083421268,2024-02-22,0.0080447900084288,2024-02-22
537,986440.2663270512,2024-02-23,0.0006486685540456,2024-02-23
538,986044.1232530156,2024-02-26,-0.0004015885072399,2024-02-26
539,981974.3895112552,2024-02-27,-0.0041273343106938,2024-02-27
540,981151.476120142,2024-02-28,-0.0008380191987724,2024-02-28
541,979947.0883485356,2024-02-29,-0.0012275248021529,2024-02-29
542,980405.138809351,2024-03-01,0.0004674236662995,2024-03-01
543,979126.6079789676,2024-03-04,-0.0013040841788487,2024-03-04
544,971206.4543382206,2024-03-05,-0.0080889984770153,2024-03-05
545,972264.3443986456,2024-03-06,0.0010892535317279,2024-03-06
546,973985.5077668704,2024-03-07,0.0017702627666447,2024-03-07
547,974300.0634767094,2024-03-08,0.0003229572794773,2024-03-08
548,980840.4802400152,2024-03-11,0.0067129388660478,2024-03-11
549,983665.175666956,2024-03-12,0.0028798723990772,2024-03-12
550,986150.5994416752,2024-03-13,0.002526696925134,2024-03-13
551,981241.2089311162,2024-03-14,-0.004978337500721,2024-03-14
552,976763.100189356,2024-03-15,-0.0045637185851971,2024-03-15
553,976924.9205781498,2024-03-18,0.0001656700470795,2024-03-18
554,984736.1291581668,2024-03-19,0.0079957102285754,2024-03-19
555,994897.7643739262,2024-03-20,0.0103191453170772,2024-03-20
556,1006518.0187684576,2024-03-21,0.011679847729725,2024-03-21
557,999241.1643907108,2024-03-22,-0.007229730856334,2024-03-22
558,996656.0177613774,2024-03-25,-0.0025871098203903,2024-03-25
559,998712.846634058,2024-03-26,0.0020637299489754,2024-03-26
560,1010366.5177461186,2024-03-27,0.0116686905063219,2024-03-27
561,1014291.9060746708,2024-03-28,0.0038851132332737,2024-03-28
562,1008383.3147203008,2024-04-01,-0.0058253361965949,2024-04-01
563,995677.5096589604,2024-04-02,-0.0126001738385215,2024-04-02
564,996052.0331803836,2024-04-03,0.000376149423674,2024-04-03
565,981984.6636430302,2024-04-04,-0.0141231271748289,2024-04-04
566,987985.050087122,2024-04-05,0.0061104685910584,2024-04-05
