,account_value,date,daily_return,datadate
95,873991.9012138264,2022-05-19,-0.0004749411411698,2022-05-19
96,873836.2352532058,2022-05-20,-0.0001781091568519,2022-05-20
97,876779.422697435,2022-05-23,0.0033681224530319,2022-05-23
98,878803.7551954971,2022-05-24,0.0023088275633045,2022-05-24
99,879810.8149616333,2022-05-25,0.0011459438585492,2022-05-25
100,883622.2373484131,2022-05-26,0.004332093129528,2022-05-26
101,888326.5253687145,2022-05-27,0.0053238678492497,2022-05-27
102,886596.3502768795,2022-05-31,-0.0019476791950086,2022-05-31
103,881222.1741107954,2022-06-01,-0.0060615816480699,2022-06-01
104,885798.7554993222,2022-06-02,0.0051934478307298,2022-06-02
105,880862.8328823828,2022-06-03,-0.0055722844340158,2022-06-03
106,880625.9612680791,2022-06-06,-0.0002689086262483,2022-06-06
107,885536.918806043,2022-06-07,0.0055766667733623,2022-06-07
108,879203.0807877248,2022-06-08,-0.0071525397573011,2022-06-08
109,861392.7064971555,2022-06-09,-0.0202574065989533,2022-06-09
110,842383.7770939,2022-06-10,-0.0220676693218765,2022-06-10
111,820296.5247389005,2022-06-13,-0.026219940311763,2022-06-13
112,815092.9176845411,2022-06-14,-0.0063435683285574,2022-06-14
113,818006.8128615735,2022-06-15,0.0035749239305256,2022-06-15
114,799434.0612703565,2022-06-16,-0.0227048861931177,2022-06-16
115,802772.1776822638,2022-06-17,0.0041755994316814,2022-06-17
116,819792.4471086249,2022-06-21,0.0212018676027132,2022-06-21
117,815484.3310305838,2022-06-22,-0.0052551302384348,2022-06-22
118,816443.191303224,2022-06-23,0.0011758169178166,2022-06-23
119,836704.9692514929,2022-06-24,0.0248171313866021,2022-06-24
120,836554.5181901983,2022-06-27,-0.0001798137537406,2022-06-27
121,826916.1526461195,2022-06-28,-0.0115215031829969,2022-06-28
122,824416.7772857832,2022-06-29,-0.0030225257450084,2022-06-29
123,817729.8668724379,2022-06-30,-0.0081110799750588,2022-06-30
124,825479.1915124106,2022-07-01,0.0094766315306686,2022-07-01
125,818204.3286635451,2022-07-05,-0.0088128967073498,2022-07-05
126,817302.0897719435,2022-07-06,,2022-07-06
127,827549.6265609602,2022-07-07,0.0125382486075327,2022-07-07
128,826036.7501740622,2022-07-08,-0.0018281397735444,2022-07-08
129,823583.0338787741,2022-07-11,-0.0029704686804443,2022-07-11
130,823358.7601223654,2022-07-12,-0.0002723146873879,2022-07-12
131,821210.4626145377,2022-07-13,-0.0026091876492678,2022-07-13
132,816591.008349134,2022-07-14,-0.0056251770717782,2022-07-14
133,831884.8358672156,2022-07-15,0.0187288708321691,2022-07-15
134,825730.2004462256,2022-07-18,-0.0073984224205433,2022-07-18
135,846539.4281029906,2022-07-19,0.0252010010600554,2022-07-19
136,849242.3949113097,2022-07-20,0.0031929603259899,2022-07-20
137,853962.93617489,2022-07-21,0.0055585322775522,2022-07-21
138,856199.0415139403,2022-07-22,0.0026185039705193,2022-07-22
139,859595.4245209899,2022-07-25,0.0039668147736349,2022-07-25
140,854163.3080315795,2022-07-26,-0.0063193873937119,2022-07-26
141,861758.996305963,2022-07-27,0.008892548067755,2022-07-27
142,868359.004282495,2022-07-28,0.0076587630704452,2022-07-28
143,864686.2746491637,2022-07-29,-0.0042295060167724,2022-07-29
144,863821.588912519,2022-08-01,-0.0009999993778038,2022-08-01
145,860612.3420867287,2022-08-02,-0.0037151732105127,2022-08-02
146,868888.0099795663,2022-08-03,0.0096160227876487,2022-08-03
147,865664.4826954324,2022-08-04,-0.0037099456398411,2022-08-04
148,866391.6661060769,2022-08-05,0.000840029162777,2022-08-05
149,868643.910384031,2022-08-08,0.0025995682623272,2022-08-08
150,869445.2660206277,2022-08-09,0.0009225364122364,2022-08-09
151,882925.8069904763,2022-08-10,0.0155047609052469,2022-08-10
152,882759.11994824,2022-08-11,-0.0001887894100688,2022-08-11
153,894092.2587574441,2022-08-12,0.0128383140463828,2022-08-12
154,898457.4345386941,2022-08-15,0.004882243122557,2022-08-15
155,905456.0028217752,2022-08-16,0.0077895379503141,2022-08-16
156,901312.3623646218,2022-08-17,-0.0045763023760845,2022-08-17
157,901201.264906736,2022-08-18,-0.0001232618818123,2022-08-18
158,895492.0069111306,2022-08-19,-0.0063351642057407,2022-08-19
159,879412.9495380837,2022-08-22,-0.0179555565532173,2022-08-22
160,872144.3419788796,2022-08-23,-0.0082652951187743,2022-08-23
161,875341.5713795144,2022-08-24,0.0036659406553969,2022-08-24
162,884976.0467518289,2022-08-25,0.0110065324066932,2022-08-25
163,859188.6658314187,2022-08-26,-0.029139072198687,2022-08-26
164,854616.232649656,2022-08-29,-0.0053218034217642,2022-08-29
165,847114.6172932107,2022-08-30,-0.0087777590336509,2022-08-30
166,842639.7420185525,2022-08-31,-0.0052824909207171,2022-08-31
167,848983.8671406228,2022-09-01,0.0075288700564644,2022-09-01
168,839126.8398884255,2022-09-02,-0.0116103822860564,2022-09-02
169,834714.580595823,2022-09-06,-0.0052581553620537,2022-09-06
170,847663.7214802224,2022-09-07,0.0155132558906019,2022-09-07
171,852784.0845936257,2022-09-08,0.0060405594620258,2022-09-08
172,859418.9017322976,2022-09-09,0.0077801840565934,2022-09-09
173,863414.2010792214,2022-09-12,0.0046488381147664,2022-09-12
174,828629.8644245584,2022-09-13,-0.0402869637900147,2022-09-13
175,827854.0625294168,2022-09-14,-0.0009362466023118,2022-09-14
176,828584.8336628396,2022-09-15,0.0008827294163298,2022-09-15
177,825816.1712177712,2022-09-16,-0.0033414350982375,2022-09-16
178,831899.5102528054,2022-09-19,0.0073664566607645,2022-09-19
179,824862.1494282205,2022-09-20,-0.0084593881086026,2022-09-20
180,811086.8436268289,2022-09-21,-0.0167001308169375,2022-09-21
181,806096.1123188455,2022-09-22,-0.0061531405017827,2022-09-22
182,795532.700239988,2022-09-23,-0.0131044076722691,2022-09-23
183,785522.9161518533,2022-09-26,-0.0125824923162997,2022-09-26
184,782354.8754566628,2022-09-27,-0.0040330340847472,2022-09-27
185,798034.7810810525,2022-09-28,0.0200419350812344,2022-09-28
186,784886.0104664285,2022-09-29,-0.0164764380279417,2022-09-29
187,773536.5350788552,2022-09-30,-0.0144600301651811,2022-09-30
188,792433.3278034646,2022-10-03,0.0244290888247225,2022-10-03
189,813026.7313068826,2022-10-04,,2022-10-04
190,810786.6452349145,2022-10-05,-0.0027552428299217,2022-10-05
191,802440.3583952385,2022-10-06,-0.0102940605752795,2022-10-06
192,788937.7460783288,2022-10-07,-0.0168269357038732,2022-10-07
193,786980.0689181115,2022-10-10,-0.0024814089197133,2022-10-10
194,786814.3850427034,2022-10-11,-0.0002105312217575,2022-10-11
195,785322.5804391267,2022-10-12,-0.0018960057568033,2022-10-12
196,810173.1296067598,2022-10-13,0.0316437471513137,2022-10-13
197,799738.1023965242,2022-10-14,-0.0128799966684904,2022-10-14
198,815831.5673013093,2022-10-17,0.0201234189749854,2022-10-17
199,824995.3536057832,2022-10-18,0.0112324487942858,2022-10-18
200,826924.6779427888,2022-10-19,0.002338588124858,2022-10-19
201,826912.5675988557,2022-10-20,-1.464503872738998e-05,2022-10-20
202,842807.4561601045,2022-10-21,0.0192219699930351,2022-10-21
203,853238.7542367341,2022-10-24,0.0123768459811157,2022-10-24
204,862601.2320847871,2022-10-25,0.0109728699048934,2022-10-25
205,853352.1195168855,2022-10-26,-0.0107223502864096,2022-10-26
206,857860.4904809358,2022-10-27,0.0052831309150584,2022-10-27
207,877263.1120744111,2022-10-28,0.0226174556454952,2022-10-28
208,873428.833258188,2022-10-31,-0.0043707284205264,2022-10-31
209,870349.6479058625,2022-11-01,-0.0035253992484298,2022-11-01
210,859944.4652467134,2022-11-02,-0.0119551753530147,2022-11-02
211,858705.3531747224,2022-11-03,-0.0014409210385876,2022-11-03
212,873639.6902871492,2022-11-04,0.0173916897771895,2022-11-04
213,886939.9455933931,2022-11-07,0.0152239595500431,2022-11-07
214,895639.2214532258,2022-11-08,0.0098081904000981,2022-11-08
215,879524.208433664,2022-11-09,-0.017992750466437,2022-11-09
216,912597.6556001068,2022-11-10,0.037603794016475,2022-11-10
217,912114.4426789643,2022-11-11,-0.0005294917406124,2022-11-11
218,909246.0301003816,2022-11-14,-0.0031447946051132,2022-11-14
219,912226.3573708894,2022-11-15,0.0032778006962304,2022-11-15
220,910574.59614805,2022-11-16,-0.0018106922799291,2022-11-16
221,912948.9178300264,2022-11-17,0.0026074982675996,2022-11-17
222,918527.490049875,2022-11-18,0.0061104976531527,2022-11-18
223,917915.4754891756,2022-11-21,-0.0006662996669443,2022-11-21
224,927668.9270501497,2022-11-22,0.0106256532561195,2022-11-22
225,931087.9072823884,2022-11-23,0.003685560799272,2022-11-23
226,935288.6930146576,2022-11-25,0.0045116961560915,2022-11-25
227,920149.1083016756,2022-11-28,-0.0161870712498231,2022-11-28
228,925305.5880990388,2022-11-29,0.0056039610872204,2022-11-29
229,945252.4123483064,2022-11-30,0.0215570126300075,2022-11-30
230,942087.6782327058,2022-12-01,-0.0033480307209566,2022-12-01
231,946432.0688577058,2022-12-02,0.0046114504258774,2022-12-02
232,938210.5125108124,2022-12-05,-0.0086868953593428,2022-12-05
233,925060.4862618806,2022-12-06,-0.0140160721645935,2022-12-06
234,923825.394247568,2022-12-07,-0.0013351473040468,2022-12-07
235,928910.3773370148,2022-12-08,0.005504268578359,2022-12-08
236,921263.1304345492,2022-12-09,-0.008232491625714,2022-12-09
237,939200.8040566804,2022-12-12,0.0194707386299832,2022-12-12
238,944498.701200998,2022-12-13,0.0056408566958572,2022-12-13
239,942516.0692773224,2022-12-14,-0.0020991367390494,2022-12-14
240,921613.7485947968,2022-12-15,-0.0221771504633895,2022-12-15
241,912721.1948724152,2022-12-16,-0.0096488943832926,2022-12-16
242,910812.346601999,2022-12-19,-0.0020913815534688,2022-12-19
243,917980.9213471772,2022-12-20,0.0078705287339617,2022-12-20
244,931927.383055246,2022-12-21,0.0151925398270824,2022-12-21
245,917762.8406472566,2022-12-22,-0.0151991911231884,2022-12-22
246,924766.1495957734,2022-12-23,0.0076308482304401,2022-12-23
247,926059.5327134492,2022-12-27,0.0013986056023365,2022-12-27
248,917217.71642164,2022-12-28,-0.0095477838945209,2022-12-28
249,926389.0378671052,2022-12-29,0.0099990670494736,2022-12-29
250,925964.7282014252,2022-12-30,-0.0004580253525633,2022-12-30
251,928265.7705903412,2023-01-03,0.0024850216415754,2023-01-03
252,936321.7151894928,2023-01-04,,2023-01-04
253,930286.585994066,2023-01-05,-0.0064455721762316,2023-01-05
254,950030.957184839,2023-01-06,0.0212239663433122,2023-01-06
255,941434.7964140032,2023-01-09,-0.0090482954327174,2023-01-09
256,945617.6754936615,2023-01-10,0.0044430895220692,2023-01-10
257,956393.4210958956,2023-01-11,0.0113954570451619,2023-01-11
258,962386.3081207026,2023-01-12,0.0062661315862462,2023-01-12
259,965866.9308480128,2023-01-13,0.0036166586098953,2023-01-13
260,958891.832169401,2023-01-17,-0.0072215938405592,2023-01-17
261,942041.7650552272,2023-01-18,-0.0175724378380116,2023-01-18
262,931797.2625369012,2023-01-19,-0.0108747859153837,2023-01-19
263,945803.0170682848,2023-01-20,0.0150309032817412,2023-01-20
264,950916.8238187656,2023-01-23,0.0054068412324714,2023-01-23
265,952034.9260558452,2023-01-24,0.0011758149704297,2023-01-24
266,952097.583422365,2023-01-25,6.581414694473153e-05,2023-01-25
267,951131.6305956704,2023-01-26,-0.0010145523352997,2023-01-26
268,954013.1382526451,2023-01-27,0.0030295571761924,2023-01-27
269,942886.5937085322,2023-01-30,-0.0116628839771455,2023-01-30
270,954009.0225662898,2023-01-31,0.0117961469936815,2023-01-31
271,961745.5178298776,2023-02-01,0.0081094571231377,2023-02-01
272,972121.751916704,2023-02-02,0.0107889601713349,2023-02-02
273,963132.4397581958,2023-02-03,-0.009247105252798,2023-02-03
274,957643.6998137148,2023-02-06,-0.0056988423584392,2023-02-06
275,969238.2354360104,2023-02-07,0.012107358534861,2023-02-07
276,966449.4465610333,2023-02-08,-0.0028772996906406,2023-02-08
277,957026.5186594486,2023-02-09,-0.0097500473874909,2023-02-09
278,959507.0115923936,2023-02-10,0.0025918748170319,2023-02-10
279,975342.3961828632,2023-02-13,0.0165036674033147,2023-02-13
280,972123.4774471644,2023-02-14,-0.0033002961301552,2023-02-14
281,967686.412602892,2023-02-15,-0.0045643017036524,2023-02-15
282,953673.096460718,2023-02-16,-0.0144812575227554,2023-02-16
283,954767.6151136112,2023-02-17,0.0011476874591043,2023-02-17
284,934468.6464874286,2023-02-21,-0.021260637986519,2023-02-21
285,931852.6473726978,2023-02-22,-0.0027994509227934,2023-02-22
286,934905.4803791522,2023-02-23,0.003276089857191,2023-02-23
287,922696.3557666186,2023-02-24,-0.0130592074479894,2023-02-24
288,923525.8588562716,2023-02-27,0.0008989989875529,2023-02-27
289,916705.1922358036,2023-02-28,-0.0073854636067419,2023-02-28
290,908707.5688546236,2023-03-01,-0.0087243133876814,2023-03-01
291,915788.8954884586,2023-03-02,0.0077927452973243,2023-03-02
292,926165.6460563756,2023-03-03,0.0113309416821245,2023-03-03
293,930579.3406429272,2023-03-06,0.0047655563616997,2023-03-06
294,919009.9324722118,2023-03-07,-0.0124324790648394,2023-03-07
295,915947.162956625,2023-03-08,-0.0033326838017383,2023-03-08
296,904393.5216082134,2023-03-09,-0.0126138731748641,2023-03-09
297,898542.7473803845,2023-03-10,-0.0064692792330323,2023-03-10
298,905791.0639469166,2023-03-13,0.0080667465044528,2023-03-13
299,915207.5498959064,2023-03-14,0.0103958697803423,2023-03-14
300,917844.4070303822,2023-03-15,0.0028811575415605,2023-03-15
301,929985.0983191852,2023-03-16,0.0132273958372568,2023-03-16
302,927962.2734233856,2023-03-17,-0.0021751153856719,2023-03-17
303,930142.8146254348,2023-03-20,0.002349816651495,2023-03-20
304,933591.2141276398,2023-03-21,0.0037073871323658,2023-03-21
305,919426.6040081482,2023-03-22,-0.0151721759000561,2023-03-22
306,923439.4339702836,2023-03-23,0.0043644918959726,2023-03-23
307,933572.1467217256,2023-03-24,0.0109727962427128,2023-03-24
308,938735.5673870754,2023-03-27,0.0055308212477005,2023-03-27
309,934903.1847684288,2023-03-28,-0.0040824943165984,2023-03-28
310,945013.1127769738,2023-03-29,0.0108138769588737,2023-03-29
311,948248.7810917968,2023-03-30,0.0034239401242963,2023-03-30
312,959421.8463033944,2023-03-31,0.0117828416280514,2023-03-31
313,965749.9356699828,2023-04-03,0.0065957319931482,2023-04-03
314,969633.5683709488,2023-04-04,0.0040213647006579,2023-04-04
315,984924.6861039504,2023-04-05,,2023-04-05
316,985896.84914917,2023-04-06,0.0009870430287062,2023-04-06
317,984125.5711877366,2023-04-10,-0.0017966159065849,2023-04-10
318,981439.7187448578,2023-04-11,-0.0027291765619271,2023-04-11
319,978714.1517698976,2023-04-12,-0.0027771109349904,2023-04-12
320,988471.753699089,2023-04-13,0.0099698179611953,2023-04-13
321,992611.4102023812,2023-04-14,0.0041879360617038,2023-04-14
322,993276.8843597831,2023-04-17,0.0006704276724629,2023-04-17
323,986864.3941393242,2023-04-18,-0.006455893941992,2023-04-18
324,986703.8558277474,2023-04-19,-0.000162675148207,2023-04-19
325,981479.1697798044,2023-04-20,-0.0052950903324078,2023-04-20
326,981892.0311112672,2023-04-21,0.0004206521586753,2023-04-21
327,987763.6953621216,2023-04-24,0.0059799489809579,2023-04-24
328,979737.7555076944,2023-04-25,-0.0081253642871385,2023-04-25
329,968361.510982792,2023-04-26,-0.0116115199816987,2023-04-26
330,982730.0665095482,2023-04-27,0.0148380076694432,2023-04-27
331,988284.2852381326,2023-04-28,0.0056518253769437,2023-04-28
332,991569.8795667992,2023-05-01,0.0033245437347766,2023-05-01
333,976302.4987452507,2023-05-02,-0.0153971809109596,2023-05-02
334,967238.0415355796,2023-05-03,-0.0092844760935475,2023-05-03
335,957011.0387774088,2023-05-04,-0.0105734083224587,2023-05-04
336,973430.787123951,2023-05-05,0.0171573238773909,2023-05-05
337,974052.5908464164,2023-05-08,0.0006387754842875,2023-05-08
338,968408.8965638848,2023-05-09,-0.0057940344654568,2023-05-09
339,962320.1716455192,2023-05-10,-0.0062873492178454,2023-05-10
340,957559.0772737236,2023-05-11,-0.0049475159225379,2023-05-11
341,952982.3289979668,2023-05-12,-0.0047795988617092,2023-05-12
342,950486.702849743,2023-05-15,-0.0026187538554339,2023-05-15
343,933244.926288006,2023-05-16,-0.018139945051354,2023-05-16
344,940637.6104005548,2023-05-17,0.0079214833151606,2023-05-17
345,946680.8424600336,2023-05-18,0.0064246124040323,2023-05-18
346,938759.5099214287,2023-05-19,-0.0083674794960679,2023-05-19
347,920408.7018464776,2023-05-22,-0.0195479330765843,2023-05-22
348,921078.0611184807,2023-05-23,0.0007272413555634,2023-05-23
349,917334.3975785944,2023-05-24,-0.0040644367702564,2023-05-24
350,908058.7559579584,2023-05-25,-0.0101115161985858,2023-05-25
351,909702.074912426,2023-05-26,0.001809705532473,2023-05-26
352,905483.4098390312,2023-05-30,-0.0046374139289513,2023-05-30
353,900714.6100915642,2023-05-31,-0.0052665788192792,2023-05-31
354,902777.6071771357,2023-06-01,0.002290400380384,2023-06-01
355,920170.5002397272,2023-06-02,0.0192659774946974,2023-06-02
356,911879.9724763604,2023-06-05,-0.0090097734726409,2023-06-05
357,913344.5942224236,2023-06-06,0.0016061562818248,2023-06-06
358,922540.932914135,2023-06-07,0.0100688598256177,2023-06-07
359,924036.7524675104,2023-06-08,0.0016214126658318,2023-06-08
360,924298.7808831902,2023-06-09,0.0002835692573701,2023-06-09
361,926544.2506746026,2023-06-12,0.0024293765585914,2023-06-12
362,929451.0368112298,2023-06-13,0.003137234011771,2023-06-13
363,941526.503215191,2023-06-14,0.0129920414585686,2023-06-14
364,948530.3751367304,2023-06-15,0.0074388473374058,2023-06-15
365,948865.7268327448,2023-06-16,0.0003535487157868,2023-06-16
366,931460.0979074212,2023-06-20,-0.0183436164181231,2023-06-20
367,934617.8691438409,2023-06-21,0.0033901304452157,2023-06-21
368,930698.9894975396,2023-06-22,-0.0041930288042654,2023-06-22
369,923368.02389085,2023-06-23,-0.0078768384723908,2023-06-23
370,932711.62494981,2023-06-26,0.0101190433469726,2023-06-26
371,937913.8360322686,2023-06-27,0.0055775128596027,2023-06-27
372,939716.669909832,2023-06-28,0.0019221743067467,2023-06-28
373,947368.5546029778,2023-06-29,0.0081427572141292,2023-06-29
374,948992.8739083976,2023-06-30,0.001714559025131,2023-06-30
375,946533.9030946464,2023-07-03,-0.0025911372796973,2023-07-03
376,941576.4220002862,2023-07-05,-0.005237510329162,2023-07-05
377,928622.1865838738,2023-07-06,-0.013758028678004,2023-07-06
378,924142.829989788,2023-07-07,,2023-07-07
379,928749.6004655038,2023-07-10,0.0049849117757765,2023-07-10
380,937195.5522201004,2023-07-11,0.0090938954378698,2023-07-11
381,941591.6612212908,2023-07-12,0.0046907062147023,2023-07-12
382,939268.3445561676,2023-07-13,-0.0024674354720914,2023-07-13
383,934389.7528761828,2023-07-14,-0.0051940339608594,2023-07-14
384,931626.5253861086,2023-07-17,-0.0029572536316547,2023-07-17
385,936347.4397307206,2023-07-18,0.0050673893625512,2023-07-18
386,944684.5946585562,2023-07-19,0.0089039117042208,2023-07-19
387,936887.53796789,2023-07-20,-0.0082536083839541,2023-07-20
388,941756.04573596,2023-07-21,0.0051964697690718,2023-07-21
389,942363.721720686,2023-07-24,0.000645258384565,2023-07-24
390,941787.1638691542,2023-07-25,-0.0006118209330885,2023-07-25
391,946075.6998301222,2023-07-26,0.0045536147926983,2023-07-26
392,938727.7436846982,2023-07-27,-0.0077667739978347,2023-07-27
393,948217.1660986884,2023-07-28,0.0101088121426369,2023-07-28
394,953062.6099724218,2023-07-31,0.0051100571124118,2023-07-31
395,945660.6928583928,2023-08-01,-0.00776645420414,2023-08-01
396,932955.931493334,2023-08-02,-0.0134347990362768,2023-08-02
397,933765.6048094732,2023-08-03,0.0008678580507475,2023-08-03
398,916979.3096726094,2023-08-04,-0.0179769902108236,2023-08-04
399,919384.0373991338,2023-08-07,0.0026224449135967,2023-08-07
400,916941.7749577656,2023-08-08,-0.0026564116212818,2023-08-08
401,912723.106378664,2023-08-09,-0.004600803120019,2023-08-09
402,911699.9369069234,2023-08-10,-0.0011210075263682,2023-08-10
403,910861.2565785544,2023-08-11,-0.0009199082882626,2023-08-11
404,913951.5159093038,2023-08-14,0.0033926784221314,2023-08-14
405,905161.6169377462,2023-08-15,-0.0096174674679678,2023-08-15
406,900957.2942448752,2023-08-16,-0.0046448309497421,2023-08-16
407,888856.4331837789,2023-08-17,-0.0134311150355227,2023-08-17
408,889526.3819142476,2023-08-18,0.0007537198420999,2023-08-18
409,885401.8485737935,2023-08-21,-0.0046367746076042,2023-08-21
410,883708.2570897237,2023-08-22,-0.0019127941587177,2023-08-22
411,883920.7122136251,2023-08-23,0.0002404131931514,2023-08-23
412,872314.6166401998,2023-08-24,-0.0131302450695603,2023-08-24
413,881566.2941685811,2023-08-25,0.0106058953408518,2023-08-25
414,887163.2675877706,2023-08-28,0.0063488967945037,2023-08-28
415,903681.1469441548,2023-08-29,0.0186187593195747,2023-08-29
416,911023.7072011128,2023-08-30,0.0081251670257671,2023-08-30
417,911887.2894765036,2023-08-31,0.000947925140218,2023-08-31
418,918034.1560307638,2023-09-01,0.0067408183283144,2023-09-01
419,909370.0523091452,2023-09-05,-0.0094376703357955,2023-09-05
